COMPANHIA,ANO,MES,ORIGEM,DESTINO,TARIFA,TEMP_MEDIA
LATAM,2024,8,Porto Velho,Recife,1429.74,22.44
LATAM,2024,8,Porto Velho,Rio de Janeiro,1194.42,22.47
LATAM,2024,8,Porto Velho,Salvador,1076.32,22.53
LATAM,2024,8,Porto Velho,São Luís,1291.27,22.06
LATAM,2024,8,Porto Velho,São Paulo,1215.12,22.51
LATAM,2024,8,Porto Velho,Teresina,1432.45,22.7
LATAM,2024,8,Porto Velho,Vitória,1336.65,22.58
LATAM,2024,8,Recife,Belo Horizonte,723.53,22.48
LATAM,2024,8,Recife,Belém,770.6,22.5
LATAM,2024,8,Recife,Boa Vista,737.81,22.66
LATAM,2024,8,Recife,Brasília,691.03,22.63
LATAM,2024,8,Recife,Campo Grande,875.29,22.63
LATAM,2024,8,Recife,Cuiabá,802.24,22.23
LATAM,2024,8,Recife,Curitiba,706.92,22.41
LATAM,2024,8,Recife,Florianópolis,764.71,22.43
LATAM,2024,8,Recife,Fortaleza,745.56,22.16
LATAM,2024,8,Recife,Goiânia,775.98,22.5
LATAM,2024,8,Recife,Macapá,1046.63,22.4
LATAM,2024,8,Recife,Manaus,1027.49,22.71
LATAM,2024,8,Recife,Natal,209.23,22.4
LATAM,2024,8,Recife,Porto Alegre,764.81,22.53
LATAM,2024,8,Recife,Porto Velho,1505.0,22.44
LATAM,2024,8,Recife,Rio Branco,889.54,22.32
LATAM,2024,8,Recife,Rio de Janeiro,511.47,22.47
LATAM,2024,8,Recife,Salvador,349.27,22.53
LATAM,2024,8,Recife,São Luís,821.62,22.06
LATAM,2024,8,Recife,São Paulo,641.26,22.51
LATAM,2024,8,Recife,Teresina,1019.97,22.7
LATAM,2024,8,Recife,Vitória,736.32,22.58
LATAM,2024,8,Rio Branco,Belo Horizonte,1031.63,22.48
LATAM,2024,8,Rio Branco,Belém,1154.18,22.5
LATAM,2024,8,Rio Branco,Brasília,1062.54,22.63
LATAM,2024,8,Rio Branco,Campo Grande,1067.87,22.63
LATAM,2024,8,Rio Branco,Cuiabá,1249.83,22.23
LATAM,2024,8,Rio Branco,Curitiba,895.01,22.41
LATAM,2024,8,Rio Branco,Florianópolis,1054.07,22.43
LATAM,2024,8,Rio Branco,Fortaleza,890.26,22.16
LATAM,2024,8,Rio Branco,Goiânia,958.2,22.5
LATAM,2024,8,Rio Branco,João Pessoa,864.77,22.56
LATAM,2024,8,Rio Branco,Maceió,913.76,22.51
LATAM,2024,8,Rio Branco,Manaus,630.07,22.71
LATAM,2024,8,Rio Branco,Natal,845.82,22.4
LATAM,2024,8,Rio Branco,Porto Alegre,982.59,22.53
LATAM,2024,8,Rio Branco,Recife,920.13,22.44
LATAM,2024,8,Rio Branco,Rio de Janeiro,875.98,22.47
LATAM,2024,8,Rio Branco,Salvador,914.83,22.53
LATAM,2024,8,Rio Branco,São Luís,1065.34,22.06
LATAM,2024,8,Rio Branco,São Paulo,1065.61,22.51
LATAM,2024,8,Rio Branco,Vitória,1126.06,22.58
LATAM,2024,8,Rio de Janeiro,Belo Horizonte,293.98,22.48
LATAM,2024,8,Rio de Janeiro,Belém,663.9,22.5
LATAM,2024,8,Rio de Janeiro,Boa Vista,861.31,22.66
LATAM,2024,8,Rio de Janeiro,Brasília,618.53,22.63
LATAM,2024,8,Rio de Janeiro,Campo Grande,634.02,22.63
LATAM,2024,8,Rio de Janeiro,Cuiabá,604.23,22.23
LATAM,2024,8,Rio de Janeiro,Curitiba,588.36,22.41
LATAM,2024,8,Rio de Janeiro,Florianópolis,641.03,22.43
LATAM,2024,8,Rio de Janeiro,Fortaleza,810.57,22.16
LATAM,2024,8,Rio de Janeiro,Goiânia,683.1,22.5
LATAM,2024,8,Rio de Janeiro,João Pessoa,684.69,22.56
LATAM,2024,8,Rio de Janeiro,Macapá,716.66,22.4
LATAM,2024,8,Rio de Janeiro,Maceió,706.05,22.51
LATAM,2024,8,Rio de Janeiro,Manaus,638.42,22.71
LATAM,2024,8,Rio de Janeiro,Natal,612.51,22.4
LATAM,2024,8,Rio de Janeiro,Porto Alegre,464.24,22.53
LATAM,2024,8,Rio de Janeiro,Porto Velho,1132.68,22.44
LATAM,2024,8,Rio de Janeiro,Recife,516.64,22.44
LATAM,2024,8,Rio de Janeiro,Rio Branco,903.05,22.32
LATAM,2024,8,Rio de Janeiro,Salvador,624.76,22.53
LATAM,2024,8,Rio de Janeiro,São Luís,736.48,22.06
LATAM,2024,8,Rio de Janeiro,São Paulo,497.96,22.51
LATAM,2024,8,Rio de Janeiro,Teresina,799.72,22.7
LATAM,2024,8,Rio de Janeiro,Vitória,506.95,22.58
LATAM,2024,8,Salvador,Belo Horizonte,514.41,22.48
LATAM,2024,8,Salvador,Belém,619.45,22.5
LATAM,2024,8,Salvador,Boa Vista,814.19,22.66
LATAM,2024,8,Salvador,Brasília,670.05,22.63
LATAM,2024,8,Salvador,Campo Grande,653.35,22.63
LATAM,2024,8,Salvador,Cuiabá,770.5,22.23
LATAM,2024,8,Salvador,Curitiba,647.22,22.41
LATAM,2024,8,Salvador,Florianópolis,637.41,22.43
LATAM,2024,8,Salvador,Fortaleza,690.97,22.16
LATAM,2024,8,Salvador,Goiânia,844.02,22.5
LATAM,2024,8,Salvador,João Pessoa,285.49,22.56
LATAM,2024,8,Salvador,Macapá,1011.75,22.4
LATAM,2024,8,Salvador,Manaus,601.6,22.71
LATAM,2024,8,Salvador,Natal,599.62,22.4
LATAM,2024,8,Salvador,Porto Alegre,520.09,22.53
LATAM,2024,8,Salvador,Porto Velho,1154.5,22.44
LATAM,2024,8,Salvador,Recife,334.25,22.44
LATAM,2024,8,Salvador,Rio Branco,856.21,22.32
LATAM,2024,8,Salvador,Rio de Janeiro,635.71,22.47
LATAM,2024,8,Salvador,São Luís,601.41,22.06
LATAM,2024,8,Salvador,São Paulo,582.64,22.51
LATAM,2024,8,Salvador,Teresina,1068.19,22.7
LATAM,2024,8,Salvador,Vitória,445.64,22.58
LATAM,2024,8,São Luís,Belo Horizonte,757.36,22.48
LATAM,2024,8,São Luís,Belém,1040.93,22.5
LATAM,2024,8,São Luís,Boa Vista,944.31,22.66
LATAM,2024,8,São Luís,Brasília,710.53,22.63
LATAM,2024,8,São Luís,Campo Grande,1009.4,22.63
LATAM,2024,8,São Luís,Cuiabá,848.56,22.23
LATAM,2024,8,São Luís,Curitiba,788.94,22.41
LATAM,2024,8,São Luís,Florianópolis,726.85,22.43
LATAM,2024,8,São Luís,Fortaleza,860.14,22.16
LATAM,2024,8,São Luís,Goiânia,899.7,22.5
LATAM,2024,8,São Luís,João Pessoa,977.6,22.56
LATAM,2024,8,São Luís,Maceió,886.21,22.51
LATAM,2024,8,São Luís,Manaus,896.03,22.71
LATAM,2024,8,São Luís,Natal,712.96,22.4
LATAM,2024,8,São Luís,Porto Alegre,534.1,22.53
LATAM,2024,8,São Luís,Porto Velho,1288.08,22.44
LATAM,2024,8,São Luís,Recife,810.8,22.44
LATAM,2024,8,São Luís,Rio Branco,1096.97,22.32
LATAM,2024,8,São Luís,Rio de Janeiro,732.41,22.47
LATAM,2024,8,São Luís,Salvador,632.46,22.53
LATAM,2024,8,São Luís,São Paulo,866.39,22.51
LATAM,2024,8,São Luís,Teresina,525.0,22.7
LATAM,2024,8,São Luís,Vitória,744.23,22.58
LATAM,2024,8,São Paulo,Belo Horizonte,398.16,22.48
LATAM,2024,8,São Paulo,Belém,623.18,22.5
LATAM,2024,8,São Paulo,Boa Vista,836.18,22.66
LATAM,2024,8,São Paulo,Brasília,494.84,22.63
LATAM,2024,8,São Paulo,Campo Grande,629.59,22.63
LATAM,2024,8,São Paulo,Cuiabá,546.53,22.23
LATAM,2024,8,São Paulo,Curitiba,455.37,22.41
LATAM,2024,8,São Paulo,Florianópolis,578.64,22.43
LATAM,2024,8,São Paulo,Fortaleza,798.86,22.16
LATAM,2024,8,São Paulo,Goiânia,637.7,22.5
LATAM,2024,8,São Paulo,João Pessoa,819.97,22.56
LATAM,2024,8,São Paulo,Macapá,796.98,22.4
LATAM,2024,8,São Paulo,Maceió,875.52,22.51
LATAM,2024,8,São Paulo,Manaus,939.26,22.71
LATAM,2024,8,São Paulo,Natal,858.91,22.4
LATAM,2024,8,São Paulo,Porto Alegre,458.14,22.53
LATAM,2024,8,São Paulo,Porto Velho,1196.4,22.44
LATAM,2024,8,São Paulo,Recife,637.12,22.44
LATAM,2024,8,São Paulo,Rio Branco,1052.2,22.32
LATAM,2024,8,São Paulo,Rio de Janeiro,463.34,22.47
LATAM,2024,8,São Paulo,Salvador,550.9,22.53
LATAM,2024,8,São Paulo,São Luís,867.97,22.06
LATAM,2024,8,São Paulo,Teresina,771.02,22.7
LATAM,2024,8,São Paulo,Vitória,632.27,22.58
LATAM,2024,8,Teresina,Belo Horizonte,821.34,22.48
LATAM,2024,8,Teresina,Belém,932.79,22.5
LATAM,2024,8,Teresina,Boa Vista,1144.28,22.66
LATAM,2024,8,Teresina,Brasília,760.6,22.63
LATAM,2024,8,Teresina,Campo Grande,919.52,22.63
LATAM,2024,8,Teresina,Cuiabá,819.6,22.23
LATAM,2024,8,Teresina,Curitiba,853.96,22.41
LATAM,2024,8,Teresina,Florianópolis,820.29,22.43
LATAM,2024,8,Teresina,Fortaleza,661.79,22.16
LATAM,2024,8,Teresina,Goiânia,640.53,22.5
LATAM,2024,8,Teresina,João Pessoa,226.61,22.56
LATAM,2024,8,Teresina,Manaus,802.84,22.71
LATAM,2024,8,Teresina,Natal,829.94,22.4
LATAM,2024,8,Teresina,Porto Alegre,676.98,22.53
LATAM,2024,8,Teresina,Porto Velho,1424.74,22.44
LATAM,2024,8,Teresina,Recife,1044.64,22.44
LATAM,2024,8,Teresina,Rio de Janeiro,802.61,22.47
LATAM,2024,8,Teresina,Salvador,967.4,22.53
LATAM,2024,8,Teresina,São Luís,504.27,22.06
LATAM,2024,8,Teresina,São Paulo,739.26,22.51
LATAM,2024,8,Teresina,Vitória,938.53,22.58
LATAM,2024,8,Vitória,Belo Horizonte,556.64,22.48
LATAM,2024,8,Vitória,Belém,751.87,22.5
LATAM,2024,8,Vitória,Boa Vista,890.24,22.66
LATAM,2024,8,Vitória,Brasília,594.07,22.63
LATAM,2024,8,Vitória,Campo Grande,590.44,22.63
LATAM,2024,8,Vitória,Cuiabá,606.3,22.23
LATAM,2024,8,Vitória,Curitiba,580.66,22.41
LATAM,2024,8,Vitória,Florianópolis,593.48,22.43
LATAM,2024,8,Vitória,Fortaleza,683.64,22.16
LATAM,2024,8,Vitória,Goiânia,714.25,22.5
LATAM,2024,8,Vitória,João Pessoa,307.12,22.56
LATAM,2024,8,Vitória,Macapá,617.5,22.4
LATAM,2024,8,Vitória,Maceió,748.44,22.51
LATAM,2024,8,Vitória,Manaus,876.45,22.71
LATAM,2024,8,Vitória,Natal,729.92,22.4
LATAM,2024,8,Vitória,Porto Alegre,401.09,22.53
LATAM,2024,8,Vitória,Porto Velho,1333.32,22.44
LATAM,2024,8,Vitória,Recife,750.34,22.44
LATAM,2024,8,Vitória,Rio Branco,865.01,22.32
LATAM,2024,8,Vitória,Rio de Janeiro,490.57,22.47
LATAM,2024,8,Vitória,Salvador,438.79,22.53
LATAM,2024,8,Vitória,São Luís,732.11,22.06
LATAM,2024,8,Vitória,São Paulo,643.37,22.51
LATAM,2024,8,Vitória,Teresina,856.43,22.7
LATAM,2024,9,Belo Horizonte,Belém,602.17,25.11
LATAM,2024,9,Belo Horizonte,Boa Vista,806.1,24.98
LATAM,2024,9,Belo Horizonte,Brasília,586.76,25.14
LATAM,2024,9,Belo Horizonte,Campo Grande,643.44,25.27
LATAM,2024,9,Belo Horizonte,Cuiabá,778.25,25.17
LATAM,2024,9,Belo Horizonte,Curitiba,630.06,25.26
LATAM,2024,9,Belo Horizonte,Florianópolis,606.72,25.19
LATAM,2024,9,Belo Horizonte,Fortaleza,781.91,24.6
LATAM,2024,9,Belo Horizonte,Goiânia,652.85,25.24
LATAM,2024,9,Belo Horizonte,João Pessoa,871.16,25.18
LATAM,2024,9,Belo Horizonte,Macapá,823.31,25.12
LATAM,2024,9,Belo Horizonte,Maceió,996.86,25.52
LATAM,2024,9,Belo Horizonte,Manaus,642.16,25.14
LATAM,2024,9,Belo Horizonte,Natal,851.58,24.99
LATAM,2024,9,Belo Horizonte,Porto Alegre,484.76,25.22
LATAM,2024,9,Belo Horizonte,Porto Velho,1111.72,25.29
LATAM,2024,9,Belo Horizonte,Recife,955.07,25.32
LATAM,2024,9,Belo Horizonte,Rio Branco,1081.51,25.15
LATAM,2024,9,Belo Horizonte,Rio de Janeiro,404.83,25.02
LATAM,2024,9,Belo Horizonte,Salvador,597.07,25.29
LATAM,2024,9,Belo Horizonte,São Luís,816.84,25.13
LATAM,2024,9,Belo Horizonte,São Paulo,427.76,25.43
LATAM,2024,9,Belo Horizonte,Teresina,1221.78,25.25
LATAM,2024,9,Belo Horizonte,Vitória,504.46,25.41
LATAM,2024,9,Belém,Belo Horizonte,645.3,25.19
LATAM,2024,9,Belém,Boa Vista,732.97,24.98
LATAM,2024,9,Belém,Brasília,754.31,25.14
LATAM,2024,9,Belém,Campo Grande,799.7,25.27
LATAM,2024,9,Belém,Cuiabá,642.71,25.17
LATAM,2024,9,Belém,Curitiba,861.72,25.26
LATAM,2024,9,Belém,Florianópolis,877.84,25.19
LATAM,2024,9,Belém,Fortaleza,696.69,24.6
LATAM,2024,9,Belém,Goiânia,863.81,25.24
LATAM,2024,9,Belém,João Pessoa,1046.23,25.18
LATAM,2024,9,Belém,Macapá,455.48,25.12
LATAM,2024,9,Belém,Maceió,863.08,25.52
LATAM,2024,9,Belém,Manaus,547.02,25.14
LATAM,2024,9,Belém,Natal,858.25,24.99
LATAM,2024,9,Belém,Porto Alegre,615.68,25.22
LATAM,2024,9,Belém,Porto Velho,1359.16,25.29
LATAM,2024,9,Belém,Recife,891.64,25.32
LATAM,2024,9,Belém,Rio Branco,1245.1,25.15
LATAM,2024,9,Belém,Rio de Janeiro,782.08,25.02
LATAM,2024,9,Belém,Salvador,768.35,25.29
LATAM,2024,9,Belém,São Luís,1224.43,25.13
LATAM,2024,9,Belém,São Paulo,667.98,25.43
LATAM,2024,9,Belém,Teresina,970.75,25.25
LATAM,2024,9,Belém,Vitória,745.82,25.41
LATAM,2024,9,Boa Vista,Belo Horizonte,949.19,25.19
LATAM,2024,9,Boa Vista,Belém,909.74,25.11
LATAM,2024,9,Boa Vista,Brasília,821.27,25.14
LATAM,2024,9,Boa Vista,Campo Grande,1088.13,25.27
LATAM,2024,9,Boa Vista,Cuiabá,1087.48,25.17
LATAM,2024,9,Boa Vista,Curitiba,977.78,25.26
LATAM,2024,9,Boa Vista,Florianópolis,1025.11,25.19
LATAM,2024,9,Boa Vista,Fortaleza,962.15,24.6
LATAM,2024,9,Boa Vista,Goiânia,924.49,25.24
LATAM,2024,9,Boa Vista,João Pessoa,1666.8,25.18
LATAM,2024,9,Boa Vista,Maceió,1343.67,25.52
LATAM,2024,9,Boa Vista,Manaus,699.0,25.14
LATAM,2024,9,Boa Vista,Natal,1058.31,24.99
LATAM,2024,9,Boa Vista,Porto Alegre,1035.03,25.22
LATAM,2024,9,Boa Vista,Porto Velho,1619.56,25.29
LATAM,2024,9,Boa Vista,Recife,1008.4,25.32
LATAM,2024,9,Boa Vista,Rio de Janeiro,899.64,25.02
LATAM,2024,9,Boa Vista,Salvador,984.49,25.29
LATAM,2024,9,Boa Vista,São Luís,960.16,25.13
LATAM,2024,9,Boa Vista,São Paulo,912.4,25.43
LATAM,2024,9,Boa Vista,Teresina,1158.42,25.25
LATAM,2024,9,Boa Vista,Vitória,836.8,25.41
LATAM,2024,9,Brasília,Belo Horizonte,576.41,25.19
LATAM,2024,9,Brasília,Belém,762.14,25.11
LATAM,2024,9,Brasília,Boa Vista,740.49,24.98
LATAM,2024,9,Brasília,Campo Grande,621.22,25.27
LATAM,2024,9,Brasília,Cuiabá,431.26,25.17
LATAM,2024,9,Brasília,Curitiba,763.0,25.26
LATAM,2024,9,Brasília,Florianópolis,866.92,25.19
LATAM,2024,9,Brasília,Fortaleza,877.46,24.6
LATAM,2024,9,Brasília,Goiânia,459.57,25.24
LATAM,2024,9,Brasília,João Pessoa,896.17,25.18
LATAM,2024,9,Brasília,Macapá,934.81,25.12
LATAM,2024,9,Brasília,Maceió,895.58,25.52
LATAM,2024,9,Brasília,Manaus,1035.65,25.14
LATAM,2024,9,Brasília,Natal,891.65,24.99
LATAM,2024,9,Brasília,Porto Alegre,783.04,25.22
LATAM,2024,9,Brasília,Porto Velho,954.54,25.29
LATAM,2024,9,Brasília,Recife,775.87,25.32
LATAM,2024,9,Brasília,Rio Branco,898.98,25.15
LATAM,2024,9,Brasília,Rio de Janeiro,662.29,25.02
LATAM,2024,9,Brasília,Salvador,702.68,25.29
LATAM,2024,9,Brasília,São Luís,737.8,25.13
LATAM,2024,9,Brasília,São Paulo,495.13,25.43
LATAM,2024,9,Brasília,Teresina,867.36,25.25
LATAM,2024,9,Brasília,Vitória,650.78,25.41
LATAM,2024,9,Campo Grande,Belo Horizonte,626.18,25.19
LATAM,2024,9,Campo Grande,Belém,821.84,25.11
LATAM,2024,9,Campo Grande,Boa Vista,1096.48,24.98
LATAM,2024,9,Campo Grande,Brasília,616.07,25.14
LATAM,2024,9,Campo Grande,Cuiabá,812.97,25.17
LATAM,2024,9,Campo Grande,Curitiba,717.61,25.26
LATAM,2024,9,Campo Grande,Florianópolis,782.49,25.19
LATAM,2024,9,Campo Grande,Fortaleza,889.27,24.6
LATAM,2024,9,Campo Grande,Goiânia,889.97,25.24
LATAM,2024,9,Campo Grande,João Pessoa,1018.78,25.18
LATAM,2024,9,Campo Grande,Macapá,878.84,25.12
LATAM,2024,9,Campo Grande,Maceió,1009.86,25.52
LATAM,2024,9,Campo Grande,Manaus,1019.6,25.14
LATAM,2024,9,Campo Grande,Natal,717.7,24.99
LATAM,2024,9,Campo Grande,Porto Alegre,630.04,25.22
LATAM,2024,9,Campo Grande,Porto Velho,952.62,25.29
LATAM,2024,9,Campo Grande,Recife,966.31,25.32
LATAM,2024,9,Campo Grande,Rio Branco,958.49,25.15
LATAM,2024,9,Campo Grande,Rio de Janeiro,668.03,25.02
LATAM,2024,9,Campo Grande,Salvador,585.5,25.29
LATAM,2024,9,Campo Grande,São Luís,871.03,25.13
LATAM,2024,9,Campo Grande,São Paulo,544.6,25.43
LATAM,2024,9,Campo Grande,Teresina,1112.47,25.25
LATAM,2024,9,Campo Grande,Vitória,752.65,25.41
LATAM,2024,9,Cuiabá,Belo Horizonte,840.51,25.19
LATAM,2024,9,Cuiabá,Belém,648.3,25.11
LATAM,2024,9,Cuiabá,Boa Vista,1006.77,24.98
LATAM,2024,9,Cuiabá,Brasília,414.17,25.14
LATAM,2024,9,Cuiabá,Campo Grande,767.1,25.27
LATAM,2024,9,Cuiabá,Curitiba,672.15,25.26
LATAM,2024,9,Cuiabá,Florianópolis,845.71,25.19
LATAM,2024,9,Cuiabá,Fortaleza,800.66,24.6
LATAM,2024,9,Cuiabá,Goiânia,752.14,25.24
LATAM,2024,9,Cuiabá,João Pessoa,1026.67,25.18
LATAM,2024,9,Cuiabá,Macapá,788.64,25.12
LATAM,2024,9,Cuiabá,Maceió,714.55,25.52
LATAM,2024,9,Cuiabá,Manaus,734.86,25.14
LATAM,2024,9,Cuiabá,Natal,682.32,24.99
LATAM,2024,9,Cuiabá,Porto Alegre,732.4,25.22
LATAM,2024,9,Cuiabá,Porto Velho,916.84,25.29
LATAM,2024,9,Cuiabá,Recife,765.94,25.32
LATAM,2024,9,Cuiabá,Rio Branco,960.38,25.15
LATAM,2024,9,Cuiabá,Rio de Janeiro,618.81,25.02
LATAM,2024,9,Cuiabá,Salvador,654.92,25.29
LATAM,2024,9,Cuiabá,São Luís,865.21,25.13
LATAM,2024,9,Cuiabá,São Paulo,585.83,25.43
LATAM,2024,9,Cuiabá,Teresina,957.03,25.25
LATAM,2024,9,Cuiabá,Vitória,754.33,25.41
LATAM,2024,9,Curitiba,Belo Horizonte,611.74,25.19
LATAM,2024,9,Curitiba,Belém,802.11,25.11
LATAM,2024,9,Curitiba,Boa Vista,839.36,24.98
LATAM,2024,9,Curitiba,Brasília,791.56,25.14
LATAM,2024,9,Curitiba,Campo Grande,748.14,25.27
LATAM,2024,9,Curitiba,Cuiabá,646.87,25.17
LATAM,2024,9,Curitiba,Florianópolis,805.27,25.19
LATAM,2024,9,Curitiba,Fortaleza,846.77,24.6
LATAM,2024,9,Curitiba,Goiânia,598.31,25.24
LATAM,2024,9,Curitiba,João Pessoa,915.07,25.18
LATAM,2024,9,Curitiba,Macapá,1050.48,25.12
LATAM,2024,9,Curitiba,Maceió,956.49,25.52
LATAM,2024,9,Curitiba,Manaus,751.7,25.14
LATAM,2024,9,Curitiba,Natal,781.7,24.99
LATAM,2024,9,Curitiba,Porto Alegre,381.41,25.22
LATAM,2024,9,Curitiba,Porto Velho,1083.1,25.29
LATAM,2024,9,Curitiba,Recife,946.72,25.32
LATAM,2024,9,Curitiba,Rio Branco,677.72,25.15
LATAM,2024,9,Curitiba,Rio de Janeiro,613.77,25.02
LATAM,2024,9,Curitiba,Salvador,600.98,25.29
LATAM,2024,9,Curitiba,São Luís,796.1,25.13
LATAM,2024,9,Curitiba,São Paulo,459.83,25.43
LATAM,2024,9,Curitiba,Teresina,973.64,25.25
LATAM,2024,9,Curitiba,Vitória,603.42,25.41
LATAM,2024,9,Florianópolis,Belo Horizonte,601.17,25.19
LATAM,2024,9,Florianópolis,Belém,877.45,25.11
LATAM,2024,9,Florianópolis,Boa Vista,1014.52,24.98
LATAM,2024,9,Florianópolis,Brasília,877.15,25.14
LATAM,2024,9,Florianópolis,Campo Grande,793.32,25.27
LATAM,2024,9,Florianópolis,Cuiabá,837.17,25.17
LATAM,2024,9,Florianópolis,Curitiba,910.82,25.26
LATAM,2024,9,Florianópolis,Fortaleza,912.69,24.6
LATAM,2024,9,Florianópolis,Goiânia,526.67,25.24
LATAM,2024,9,Florianópolis,João Pessoa,1065.65,25.18
LATAM,2024,9,Florianópolis,Macapá,1072.96,25.12
LATAM,2024,9,Florianópolis,Maceió,818.82,25.52
LATAM,2024,9,Florianópolis,Manaus,750.48,25.14
LATAM,2024,9,Florianópolis,Natal,1020.84,24.99
LATAM,2024,9,Florianópolis,Porto Alegre,706.17,25.22
LATAM,2024,9,Florianópolis,Porto Velho,954.01,25.29
LATAM,2024,9,Florianópolis,Recife,980.12,25.32
LATAM,2024,9,Florianópolis,Rio Branco,1097.1,25.15
LATAM,2024,9,Florianópolis,Rio de Janeiro,742.3,25.02
LATAM,2024,9,Florianópolis,Salvador,892.0,25.29
LATAM,2024,9,Florianópolis,São Luís,713.36,25.13
LATAM,2024,9,Florianópolis,São Paulo,663.97,25.43
LATAM,2024,9,Florianópolis,Teresina,974.58,25.25
LATAM,2024,9,Florianópolis,Vitória,591.07,25.41
LATAM,2024,9,Fortaleza,Belo Horizonte,748.97,25.19
LATAM,2024,9,Fortaleza,Belém,674.04,25.11
LATAM,2024,9,Fortaleza,Boa Vista,988.7,24.98
LATAM,2024,9,Fortaleza,Brasília,921.92,25.14
LATAM,2024,9,Fortaleza,Campo Grande,904.03,25.27
LATAM,2024,9,Fortaleza,Cuiabá,807.22,25.17
LATAM,2024,9,Fortaleza,Curitiba,856.35,25.26
LATAM,2024,9,Fortaleza,Florianópolis,927.86,25.19
LATAM,2024,9,Fortaleza,Goiânia,687.12,25.24
LATAM,2024,9,Fortaleza,João Pessoa,282.8,25.18
LATAM,2024,9,Fortaleza,Macapá,1077.85,25.12
LATAM,2024,9,Fortaleza,Maceió,964.76,25.52
LATAM,2024,9,Fortaleza,Manaus,804.44,25.14
LATAM,2024,9,Fortaleza,Natal,664.48,24.99
LATAM,2024,9,Fortaleza,Porto Alegre,790.49,25.22
LATAM,2024,9,Fortaleza,Porto Velho,1436.11,25.29
LATAM,2024,9,Fortaleza,Recife,755.76,25.32
LATAM,2024,9,Fortaleza,Rio Branco,849.99,25.15
LATAM,2024,9,Fortaleza,Rio de Janeiro,804.14,25.02
LATAM,2024,9,Fortaleza,Salvador,696.5,25.29
LATAM,2024,9,Fortaleza,São Luís,890.55,25.13
LATAM,2024,9,Fortaleza,São Paulo,882.69,25.43
LATAM,2024,9,Fortaleza,Teresina,741.47,25.25
LATAM,2024,9,Fortaleza,Vitória,831.2,25.41
LATAM,2024,9,Goiânia,Belo Horizonte,674.26,25.19
LATAM,2024,9,Goiânia,Belém,820.47,25.11
LATAM,2024,9,Goiânia,Boa Vista,871.54,24.98
LATAM,2024,9,Goiânia,Brasília,465.69,25.14
LATAM,2024,9,Goiânia,Campo Grande,879.15,25.27
LATAM,2024,9,Goiânia,Cuiabá,714.58,25.17
LATAM,2024,9,Goiânia,Curitiba,618.53,25.26
LATAM,2024,9,Goiânia,Florianópolis,552.05,25.19
LATAM,2024,9,Goiânia,Fortaleza,686.19,24.6
LATAM,2024,9,Goiânia,João Pessoa,757.73,25.18
LATAM,2024,9,Goiânia,Macapá,776.32,25.12
LATAM,2024,9,Goiânia,Maceió,743.09,25.52
LATAM,2024,9,Goiânia,Manaus,626.8,25.14
LATAM,2024,9,Goiânia,Natal,703.79,24.99
LATAM,2024,9,Goiânia,Porto Alegre,598.99,25.22
LATAM,2024,9,Goiânia,Porto Velho,1097.44,25.29
LATAM,2024,9,Goiânia,Recife,910.09,25.32
LATAM,2024,9,Goiânia,Rio Branco,1028.38,25.15
LATAM,2024,9,Goiânia,Rio de Janeiro,742.28,25.02
LATAM,2024,9,Goiânia,Salvador,830.43,25.29
LATAM,2024,9,Goiânia,São Luís,874.2,25.13
LATAM,2024,9,Goiânia,São Paulo,629.75,25.43
LATAM,2024,9,Goiânia,Teresina,841.65,25.25
LATAM,2024,9,Goiânia,Vitória,801.32,25.41
LATAM,2024,9,João Pessoa,Belo Horizonte,851.36,25.19
LATAM,2024,9,João Pessoa,Boa Vista,1024.65,24.98
LATAM,2024,9,João Pessoa,Brasília,900.09,25.14
LATAM,2024,9,João Pessoa,Campo Grande,1083.33,25.27
LATAM,2024,9,João Pessoa,Cuiabá,1024.62,25.17
LATAM,2024,9,João Pessoa,Curitiba,931.04,25.26
LATAM,2024,9,João Pessoa,Florianópolis,1082.23,25.19
LATAM,2024,9,João Pessoa,Fortaleza,239.57,24.6
LATAM,2024,9,João Pessoa,Goiânia,776.16,25.24
LATAM,2024,9,João Pessoa,Macapá,1429.64,25.12
LATAM,2024,9,João Pessoa,Manaus,1107.61,25.14
LATAM,2024,9,João Pessoa,Porto Alegre,885.44,25.22
LATAM,2024,9,João Pessoa,Porto Velho,1151.16,25.29
LATAM,2024,9,João Pessoa,Rio Branco,836.51,25.15
LATAM,2024,9,João Pessoa,Rio de Janeiro,670.61,25.02
LATAM,2024,9,João Pessoa,Salvador,564.26,25.29
LATAM,2024,9,João Pessoa,São Luís,1101.0,25.13
LATAM,2024,9,João Pessoa,São Paulo,914.57,25.43
LATAM,2024,9,João Pessoa,Teresina,638.86,25.25
LATAM,2024,9,João Pessoa,Vitória,778.0,25.41
LATAM,2024,9,Macapá,Belo Horizonte,831.53,25.19
LATAM,2024,9,Macapá,Belém,496.76,25.11
LATAM,2024,9,Macapá,Brasília,924.23,25.14
LATAM,2024,9,Macapá,Campo Grande,858.9,25.27
LATAM,2024,9,Macapá,Cuiabá,862.58,25.17
LATAM,2024,9,Macapá,Curitiba,1018.37,25.26
LATAM,2024,9,Macapá,Florianópolis,1065.61,25.19
LATAM,2024,9,Macapá,Fortaleza,1011.52,24.6
LATAM,2024,9,Macapá,Goiânia,835.21,25.24
LATAM,2024,9,Macapá,João Pessoa,1292.64,25.18
